,video_id,comments
336,DfDxsbe3nPE,"['5:11', 'Just deeped now what Specs meant at the end🤣🤣🤣🤣🤣🤣🤣', 'poet top 5 donkeys living not crimin still', 'Haks rubber dingy rapids accent was class!', 'City go to OLD TOILET = WIN', ""I've watched about 20 episodes of filthy fellas and not one ad played smh"", 'So who is stevo @ing on arsenalfantv ? 🤔', '""You\'re Oxlade fucking Chamberlain, buddy""', 'Please keep Skits off here, football knowledge is weak and very boring!', 'Still feeling smug united guys....?!']"
337,EoYNr92bQVs,"['Idiot Chelsea fan', 'Somali League😂😂😂😂😂', ""Losing for arsenal isn't a shock anymore lol it's the new norm..."", 'people watch arsenal fan tv to see arsenal fans in pain, no one cares about their opinions BLUD!', 'If Nigéria win the world Cup wenger can stay \nWhat does wenger as to do with Nigéria.', ""Look at AFTV's most popular videos, all losses."", 'That Fila sweater is nice, need one.', '#SackSavageDan', 'Robbie is so fucking bad', 'Savage Dan is just being a hater for kicks']"
338,F702eOwhfs0,"['34 needs to be sold bmt.', '17-18 was prime filthy now its just miles taking Ls', ""Robbie's head looks like a kinder surprise"", ""It's funny how YouTube surfaces this clip back to me in December 2019 and Brendan Rodgers is 2nd in league"", 'ahahahahh this video poped up today........\n\n\n\n\n.......\n\n\naHAHAHAAHAHHAa', 'Lukaku knows about this 😂😂', '9:45 unai emery 😂😂', 'Imagine Adams and Vieira crying no because the leaders they men they are winners so kosicenly so weak like Gallas', 'Robbie was dry as shit with the banter bruh said the same comment 3-4 times smh', 'Adams,Vieira and Keown all the way to Laurent that is shocking']"
339,Du69Uc6GF4c,"['Specs look hella malnourished bruh😂 still my fav FF THO👌', ""Specs ain't Somalian"", 'What country Specs From', 'specs a black mug', '🔫Specs was on form around then 😂😂', 'Specs is ridiculous', 'Shout out to my fellow gambians', 'I am tears 😂😂😂😂😂😂', 'what was the song poet was singing whilst doing the wakanda sign', 'Dan is actually very very funny lool']"
340,YaCvSB6VkpA,"['These intros always crack me up', 'Loooooool why is no one talking about the intro Stevo done.', 'Specs was right about Jesse’s missus', 'Specs is too much man 😂😂😂', 'Empowerment FC', ""Morata is keeping it shite he is always messing around he couldn't score with a girl in bed"", ""'come in here lookin' like a gta character'"", 'Filthyfellas sounds like a place on fortnite', 'how comes skits never takes off his hat', 'Lmao.... ""warya"" means \'Oi\' not \'come here\'']"
341,NRnvOt1oahs,"['Everyone is looking dusty in this video.', 'These are the guys im definitely going to for relationship advice \nVery brutally honest', ""Dan's hairline was crooked"", ""AH GUYS hahahahaha this show is the one lol. But  is Hak African coz that Nigerian like talk on 3:05 was on point-o.But Cute Dan looks like he is sick is he alright ,he's face looks a bit dull."", 'Hak and Specs please keep them together 😂😂😂😂 they killed me. Still crying 😂', 'Hak and Specs please keep them together 😂😂😂😂 they killed me. Still crying 😂', 'Hak and Specs please keep them together 😂😂😂😂 they killed me. Still crying 😂', 'We defo need more of this and savage fan is becoming so funny am dead', ""Boat's forehead looking like oap's ball bag"", 'Can we just deep the fact that it takes man nine minutes and 34 seconds to realise that Specs is wearing a Newcastle shirt 😂😂😭🤦\u200d♂️']"
342,B0HIJR9ch7E,"[""Just found this channel now. Laughed my ass off. Love that guy who's sitting by himself."", ""Poet, a poor man's ASAP ROCKY!"", 'Poet why do you always slag off Arsenal players u Fifa and chill with', '1:53\n\nEveryone is entitled to an opinion I just have no idea what yours is...', 'Mitch the type of dude to go to a pub and order a milkshake', 'specs is from wakanda that’s why he dosnt want to tell anyone where he’s from', 'Poets changed bare from the days of ""poooeeeeeetttttttsssss corner"" + copa90 poet is much different to filthyfellas poet', 'Lamela the beast!!!', 'Dan looks like Ostersunds goalkeeper', 'The Özil doesnt care brigade out n about again is it? Anything to appease the loss of Coutinho.']"
343,P8oo9N9lyOA,"['Pls can we have this daily', 'Bize her yer Trabzon', 'try crack i can understand but go vegan fuck that', 'When they read out the Bonshe comment it sounds like Ramsey Bolton', ""this one didn't bang tbh... could've been funnier"", 'How old is specs', '😂😂 “mind your business g”', '• boat polishes shoes for a living \n• why is Stevo’s gap so big \n• Specs for Prime Minister.', 'Large up Bonshay Fonyay 😂😂😂', 'Vuj and Hak need a segment every week where they talk like old gentlemen.']"
344,AJ--4h2sKA4,"[""Hak on the job centre isn't a shock"", 'Specs said ""The-O-saurus""', 'Specs is literally the funniest guy😂😂😂😂 How are these guys not mainstream yet differently jokes', 'The new video got deleted...', 'Is Mitch light skin or white ?', 'Where’s the new video? 😞', 'Spurs defo better Liverpool can’t break defensive teams down', 'Savage Dan is indeed a savage.', 'They need to reprint the african flag with specs face on it', ""Specs's so proud of his African heritage he calls himself gonzales silly little peanut head fix up...""]"
345,McpwbTAxh2E,"['Well the Sanchez talk is awkward now😐', 'Specs got it right 😂😂 In hindsight', 'History is showing specs doesn’t just waffle 😂', 'sanchez = van persie 2.0 ..... ye aight', 'Didn’t age well about Sánchez', 'who knew specs was the one talking sense, prophet.', 'that aged well', 'Specs had the foresight...', 'Specs is the funniest man alive', 'Mitch needs to know how to grow a beard']"
346,isewmWcN0pw,"['Expect the unexpected from Spec @ Stevo I love it!!!! loooool', ""Respect Poet for calling out Hack on his bullshit, don't call yourself a spurs fan and not who Danny Blanchflower was/Is , I'm sure Liverpool fans remember who their captain was when they won the league nearly 30yrs ago"", ""What's the thing with Mitch and the toothpick."", ""Specz is right Kompany's dad is actually Congolese and his agent"", 'Specs is too funny 😂😂😂', 'craig fuckoff with that toothpick you bitch', 'Poet is a stick insect', 'Im desperate to know if Specs actually knows where most of these players originate from 😂😂😂Kompany is Congo because of his head shape', ""Madddd tune by Vibbar with Mercston! Big up! Also Hak seems to be the most calm guy on the show, but who's the most excited/aggressive?"", 'Poet just owned Hak 😂😂']"
347,Vcn0fjaVWAg,"['Mount L’verest\nL’Classico \n😂😂😂😂😂😂😂😂', 'Watching this video now knowing that Sanchez flopped at United, made me happy watching this even tho arsenal still haven’t advanced but declined', 'I hate that b.o.a.t guy such a prick get him off', 'Watching this now. As an Arsenal fan. The Sanchez talk at the end. Kills me. 😂😂😂 500,000 p/w for a bench player. What a steal.', 'Sanchez flopped', 'This video aged well', 'Ibe in Amharic is a type of food. Just saying . . .', 'Arsenal been in crisis since moving to emirates so no shock here', 'OH MY GOD back in April. SPURS BETTER ATTACK THAN US😂😂😂😂😂😂😂😂😂', 'Less of the midget bro! Midgets unite !! 😂']"
348,7R17KDSsCUE,"['Tokyo is in China init?\nyeee', ""I saw Mitch replaced Johnny on the Kickoff dream team, he's different from Johnny but in a cool way .That coat during Christmas matchdays was next level"", 'Where is this football 5v5 side video?', 'Birds eye view stoning 😂😂😅😭😭😆', 'fkn love filthyfellas', 'You lot definitely chatted shit about lightskin Centerbacks lol Van Dijk breaking the mold', '“Liverpool get good money for their players” Savage Dan speaking nothing but truth there 🤔', 'VUJJJJJJ', 'You lot disrespect scribz and boat too much 😂😂', 'FEELS GOOD TO BE BACKKKKK']"
349,8RuYaBiwEtA,"['The Van Dijk take was a howler lol', 'How wrong were they all about Van Dijk 😂😂😂', 'Did savagedan ever give miles 5bag', 'jan 4 so filthy fellas said van dijk is worse player than soul bamba , two champions league finals after "" best defender in the world atm \'\' clearly you guys so biased towards liverpool and cant even understand real talent', 'Just had to comeback to this video, Coutinho flopped whilst VVD went to his second final and won it.', 'Im just tryna find out what Specs was dancing too!', 'they look so stupid now lol', 'These conversations about Virgil Van Diak, coutinho and Liverpool after an year is so hilarious 😂🤣', 'You two were so wrong Dan and miles 6:45 to 7:00', 'Ahh love looking back at everybody laughing at the VVD price :)']"
350,Ftbd4-OK8tc,"['#DanDrawsSpecs', 'Just by the way Dan said his name, I knew he was going to do Spec’s dirty 😂', '#DanDrawsSpecs', 'Dan smashed it', '#DanDrawsSpecs', '#DanDrawsSpecs', 'dan draws specs should be done now', '#dandrawspecs', 'DanDrawsSpecs', '#Ethiopianstyle😂😂']"
351,jzSLcjCpjUs,"['zika is not in Kenya you piece of shit . you should change your name to piece of shit dan because you are shit like your team', '“i know ebola, he’s that switzerland striker innit?” fuck off stevo honestly 😂😂', 'Man said I know Ebola Switzerland striker(embolo)', ""Give Specs a new fucking contract right now,  300k per week I don't care, man's a legend."", 'Specs is the funniest guys ffs😭😂😂😂😂', ""I had Zika when I went to Brazil. It's basically the flu with a rash. Nothing to worry about if you're a man. Man up"", 'Stevo was right, like sure Jose has gone to untied but that is business. But what he did for Chelsea was good work', 'I swear Jose won the PL 4 times', 'lukaku plays like he has no feet, giving him timbs is generous loool', 'All y’all complaining about not making the show, but it’s because they pick dumb ass comments they can pick apart. Not clever ones. Just enjoy it! Fuck']"
352,G7IDaP40Ctw,"['“I’m tumpin’ ten tons outta you”. -Dan 2017. Hilarious😂😂😂', 'Griezmann is okay,he’s not racist,Luis Suarez is,that’s the difference!', 'He come can come as a African, but he can come a West indian?... how you say that without an explanation??', '""he was dressed up as Alex Song of arsenal 2009"" 😂😂😂💀 ... "" He would have to be returned to the  uk"" 😂😂💀', 'https://youtu.be/h8zuZuQUfpc go to 0:21....why is Poet wearing a spurs top?', 'navy hahahahahhahaha', 'These dudes talkin bout Spurs are ""dead"" are fucktards lol. Poet thinks ASSenal are so much better than Spurs again lmao plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz', 'Savage Dan? More like Wasteman Glory hunter Dan. ""City are taking this league for the same mockery Chelsea took it last season."" Pahahhaah when did Chelsea win the league in December then butters guy?', 'I think mitch Is hidin the redness of his eyes😂😂smoking the gunja', 'Gundogan!! Poet said it as a tribal  name']"
353,d1E_QKcCHMw,"['“His eyes are going this way.. like guardiola yelling width” omg i cried😂😂😂😂👏👏 specs quality banter.', 'Specs wins another episode. Absolute banter god😂😂😂', 'I love Dans reaction when Specs called Boats ex a dog 😂😂😂😂', 'Leon always chatting bare shit behind that tiny screen. Smh', ""Mitch's face at 7:06  man looked like he just seen a ghost"", 'Mitch please stop chewing that stick mate .....or is that poets leg? still not sure here', 'Who does Mitch think he is with that cocktail stick, Jean Tigana? 🤣🤣', 'Specs is the best I swear. Actual tears!!!!!!', 'Specs is the same species as Kramer from Seinfeld. That chaotic misplaced energy.', 'Specs always getting away with murder. Funniest guy on filthy fellas!😂😂']"
354,mAE6WwFNT9E,"[""5:25 yellow lid milk is sold in Sainsbury's by some BOB company and its skimmed milk that tastes semi skimmed"", '2:07 yes absolutely', 'As soon as BOAT mentioned poets teeth man was scanning him quick for corn 🤣🤣 man handed him a reciept quick tho BANTER 🔥🔥🔥', 'is leon knight really about that life or does he juss chat shit and get banged up', 'forreal though....where is Specs from????', 'First time watching this is too funny rt', 'Savage dan looking FINE with the tan \nSpecs is trying too hard these days \nLeon on form this week', 'Poet got rushed yh?! Finally got caught for chatting shit 😂', 'Boat and Skribz watch man utd games together in their couch holding hands', 'How is specs wearing Astro’s at his age lmaooo did planet aid get some new donations through']"
355,DVDg_gKhJEY,"['1:16\n6:22', 'I’m concerned about stevo and his neck game 😭', 'It was an honour to be featured.', 'With 5 wins from their last 7 trips to Old Trafford. City may as well start having their training sessions there. They don’t respect you lot.', '6.33....skribz face 😂😂😂😂....first time that nigga has had me in tears! I was cracking up. Stevo is crazy man. Way way too accurate.', 'Stevo takes the piss', 'Mitch is talking about brown nosing footballers but he rides Harry Kane’s jock so hard. Lol oh the irony.', 'Why does Haq have a samsung s4 ? Did he just get out of jail or something', 'RIP to the guy that died 🌺', 'Steveo with them bj skills 😂😂😂']"
